id,sesso,eta,mese,peso,kcal,pesoStimato
7,1,47,11,104.48245,2915,10
7,1,47,12,105.18777,3339,12
7,1,47,13,105.28031,4787,15
7,1,47,14,104.71921,2850,8
7,1,47,15,105.74201,2832,10
7,1,47,16,106.39985,2183,5
7,1,47,17,108.161644,3638,13
7,1,47,18,107.970604,3006,9
7,1,47,19,108.78397,3511,13
7,1,47,20,108.78397,4774,18
7,1,47,21,107.46118,3276,12
7,1,47,22,107.588776,2303,8
7,1,47,23,108.61787,3962,15
7,1,47,24,108.04366,3042,10
7,1,47,25,108.64064,2772,7
7,1,47,26,109.9682,2580,10
7,1,47,27,110.70696,3724,13
7,1,47,28,110.469315,2303,4
7,1,47,29,112.623024,3047,10
7,1,47,30,113.32798,3562,12
7,1,47,31,113.34763,2878,8
7,1,47,32,114.59676,3802,13
7,1,47,33,114.50155,4813,15
7,1,47,34,113.75732,3533,12
7,1,47,35,113.83884,2742,10
7,1,47,36,114.469765,4125,14
8,0,43,1,86.0,2134,9
8,0,43,2,86.94611,2625,12
8,0,43,3,87.17126,1950,4
8,0,43,4,89.41485,1859,8
8,0,43,5,90.49177,2273,7
8,0,43,6,91.81821,1913,4
8,0,43,7,93.87571,3573,15
8,0,43,8,93.334984,3884,14
8,0,43,9,92.8391,2244,8
8,0,43,10,94.03162,1788,0
8,0,43,11,97.22793,2803,12
8,0,43,12,97.354935,2536,10
8,0,43,13,98.05998,2306,8
8,0,43,14,99.25339,2259,10
8,0,43,15,99.92005,1904,5
8,0,43,16,101.68161,3355,14
8,0,43,17,101.40888,2803,11
8,0,43,18,101.84235,3143,13
8,0,43,19,101.78444,1953,8
8,0,43,20,102.90886,2671,11
8,0,43,21,103.20688,2244,7
8,0,43,22,104.6846,2508,9
8,0,43,23,105.6224,2334,6
8,0,43,24,107.28693,3921,16
8,0,43,25,106.28718,2060,2
8,0,43,26,108.86242,2340,5
8,0,43,27,110.61669,2647,9
8,0,43,28,111.43422,2081,4
8,0,43,29,113.58703,4398,17
8,0,43,30,112.528366,2832,11
8,0,43,31,112.93726,3063,12
8,0,43,32,113.04239,3162,12
8,0,43,33,113.12335,2679,8
8,0,43,34,114.14612,2984,11
8,0,43,35,114.5801,2893,11
8,0,43,36,115.07371,3160,12
9,1,49,1,104.0,3215,11
9,1,49,2,104.31882,4282,15
9,1,49,3,103.7191,2971,11
9,1,49,4,104.01732,2805,9
9,1,49,5,104.894325,3025,11
9,1,49,6,105.30292,3788,14
9,1,49,7,104.848854,4432,15
9,1,49,8,104.17467,4073,14
9,1,49,9,103.69591,4096,16
9,1,49,10,102.86339,2957,11
9,1,49,11,103.3108,3644,14
9,1,49,12,103.049545,3367,12
9,1,49,13,103.089935,4626,15
9,1,49,14,102.56075,2782,10
9,1,49,15,103.21855,2486,7
9,1,49,16,104.697235,4222,15
9,1,49,17,103.94972,4684,16
9,1,49,18,103.13952,2553,6
9,1,49,19,104.80423,2886,10
9,1,49,20,105.374916,3446,13
9,1,49,21,105.374916,2447,9
9,1,49,22,106.19143,3046,11
9,1,49,23,106.60016,2498,8
9,1,49,24,107.76629,4677,18
9,1,49,25,106.49838,3259,12
9,1,49,26,106.62603,3297,12
9,1,49,27,106.78345,2119,0
9,1,49,28,109.97835,2792,9
9,1,49,29,110.77455,2200,3
9,1,49,30,113.225464,4637,16
9,1,49,31,112.32661,2827,9
9,1,49,32,113.123566,2623,10
9,1,49,33,113.863174,4580,17
9,1,49,34,112.80095,3049,9
9,1,49,35,113.683205,2631,7
9,1,49,36,115.16249,2289,8
10,0,51,1,76.0,2705,13
10,0,51,2,75.92162,2413,11
10,0,51,3,76.316154,2339,10
10,0,51,4,76.85998,1839,9
10,0,51,5,77.75829,1876,7
10,0,51,6,79.04241,2619,12
10,0,51,7,79.13405,2296,9
10,0,51,8,80.016014,2660,12
10,0,51,9,80.117516,3557,15
10,0,51,10,79.40821,1840,5
10,0,51,11,81.28864,2516,11
10,0,51,12,81.63522,3232,14
10,0,51,13,81.33015,2626,12
10,0,51,14,81.41316,2326,10
10,0,51,15,81.94196,1839,7
10,0,51,16,83.41831,2131,7
10,0,51,17,84.91057,1870,5
10,0,51,18,86.87848,3610,17
10,0,51,19,85.78568,1991,4
10,0,51,20,87.82737,2807,12
10,0,51,21,87.87724,2298,10
10,0,51,22,88.57959,2250,10
10,0,51,23,89.11026,2313,10
10,0,51,24,89.81324,2723,11
10,0,51,25,90.07582,2555,10
10,0,51,26,90.69226,2189,7
10,0,51,27,91.95494,2813,12
10,0,51,28,92.07723,2611,11
10,0,51,29,92.52151,2065,8
10,0,51,30,93.74621,2840,12
10,0,51,31,93.899376,3866,15
10,0,51,32,93.172264,2247,8
10,0,51,33,94.366745,3875,15
10,0,51,34,93.63978,2808,12
10,0,51,35,93.848114,2460,9
10,0,51,36,94.60909,1941,2
11,0,56,1,60.0,2308,12
11,0,56,2,60.166378,1950,8
11,0,56,3,61.338173,2304,12
11,0,56,4,61.443207,2258,11
11,0,56,5,61.742588,1921,8
11,0,56,6,62.804535,1910,9
11,0,56,7,63.64956,2240,11
11,0,56,8,64.044205,1826,5
11,0,56,9,65.79941,2868,15
11,0,56,10,65.27779,1940,9
11,0,56,11,66.122116,1925,8
11,0,56,12,67.31484,2191,11
11,0,56,13,67.613335,2346,12
11,0,56,14,67.8384,2400,12
11,0,56,15,67.9959,2073,9
11,0,56,16,68.873856,1983,9
11,0,56,17,69.71954,1866,7
11,0,56,18,71.1965,2706,13
11,0,56,19,71.00729,1777,4
11,0,56,20,73.252655,2036,9
11,0,56,21,74.098434,2754,13
11,0,56,22,73.860596,1781,3
11,0,56,23,76.2132,2124,8
11,0,56,24,77.4632,2301,11
11,0,56,25,77.78828,1930,5
11,0,56,26,79.731285,2060,6
11,0,56,27,81.30895,2734,13
11,0,56,28,81.30895,1942,6
11,0,56,29,82.94026,2650,12
11,0,56,30,83.1063,1906,4
11,0,56,31,85.35184,1763,3
11,0,56,32,87.69784,1814,8
11,0,56,33,88.82132,1882,4
11,0,56,34,90.88083,1990,5
11,0,56,35,92.675804,2881,12
11,0,56,36,92.706,1864,1
12,0,30,1,77.0,2268,10
12,0,30,2,77.5291,2168,8
12,0,30,3,78.70068,3556,15
12,0,30,4,77.973465,2978,14
12,0,30,5,77.577225,2088,9
12,0,30,6,78.42205,2637,12
12,0,30,7,78.522545,3444,14
12,0,30,8,78.085266,1879,6
12,0,30,9,79.79894,2007,7
12,0,30,10,81.202034,2351,11
12,0,30,11,81.68948,1864,3
12,0,30,12,84.03927,2389,9
12,0,30,13,84.851326,2343,9
12,0,30,14,85.8031,2244,10
12,0,30,15,86.551765,2027,5
12,0,30,16,88.49552,2619,12
12,0,30,17,88.66887,2621,11
12,0,30,18,89.10191,1942,3
12,0,30,19,91.45258,2545,10
12,0,30,20,92.13235,2235,7
12,0,30,21,93.62452,3685,15
12,0,30,22,93.0058,3323,13
12,0,30,23,92.76024,2417,11
12,0,30,24,93.16984,2568,11
12,0,30,25,93.44242,3710,14
12,0,30,26,93.017624,3936,17
12,0,30,27,91.98104,2088,9
12,0,30,28,92.75882,2330,9
12,0,30,29,93.757965,3044,13
12,0,30,30,93.68109,2400,8
12,0,30,31,94.776924,2443,8
12,0,30,32,95.800255,4053,17
12,0,30,33,94.72056,2825,12
12,0,30,34,94.927635,3033,13
12,0,30,35,94.81158,1884,8
12,0,30,36,95.93578,3997,17
13,0,38,1,104.0,1945,3
13,0,38,2,106.34653,3996,15
13,0,38,3,105.69037,2770,11
13,0,38,4,106.06077,2963,12
13,0,38,5,106.217705,2559,11
13,0,38,6,106.65616,4065,15
13,0,38,7,105.963905,2524,11
13,0,38,8,106.433,1906,0
13,0,38,9,109.62555,2253,4
13,0,38,10,111.667274,2147,3
13,0,38,11,114.128845,2141,2
13,0,38,12,116.70241,2987,12
13,0,38,13,116.89993,2070,1
13,0,38,14,119.83472,2032,5
13,0,38,15,121.75253,3025,11
13,0,38,16,122.085754,3366,13
13,0,38,17,122.085754,2256,9
13,0,38,18,123.06979,4598,16
13,0,38,19,122.27575,2696,11
13,0,38,20,122.77501,2735,8
13,0,38,21,123.94685,3362,12
13,0,38,22,123.9763,3395,13
13,0,38,23,123.9763,3022,11
13,0,38,24,124.34659,2993,11
13,0,38,25,124.619225,3201,12
13,0,38,26,124.81042,3068,11
13,0,38,27,125.2537,3006,10
13,0,38,28,125.79794,3047,10
13,0,38,29,126.41494,2781,8
13,0,38,30,127.58718,3037,11
13,0,38,31,127.85982,2868,8
13,0,38,32,128.88318,3402,12
13,0,38,33,128.98459,2814,11
13,0,38,34,129.45296,3793,14
13,0,38,35,129.04036,3300,12
13,0,38,36,129.1452,4587,17
14,0,52,1,109.0,4048,16
14,0,52,2,108.125496,3780,14
14,0,52,3,107.79216,2610,8
14,0,52,4,108.81515,3066,12
14,0,52,5,108.968445,2594,9
14,0,52,6,109.845856,3906,14
14,0,52,7,109.47207,2156,9
14,0,52,8,110.4127,2039,1
14,0,52,9,113.2229,2228,9
14,0,52,10,114.12057,2464,9
14,0,52,11,115.06781,2248,5
14,0,52,12,116.86318,2070,3
14,0,52,13,119.211006,4616,17
14,0,52,14,118.08882,2082,5
14,0,52,15,119.849625,2166,2
14,0,52,16,122.53891,2699,9
14,0,52,17,123.537796,2372,9
14,0,52,18,124.394455,4727,18
14,0,52,19,122.991875,2941,10
14,0,52,20,123.58895,3626,14
14,0,52,21,123.262146,2335,5
14,0,52,22,125.05915,2389,7
14,0,52,23,126.34379,4290,15
14,0,52,24,125.74379,4688,17
14,0,52,25,124.66358,4427,14
14,0,52,26,124.202324,3366,12
14,0,52,27,124.22193,4146,15
14,0,52,28,123.68141,2306,9
14,0,52,29,124.62157,4732,18
14,0,52,30,123.21941,2572,9
14,0,52,31,124.16537,3365,12
14,0,52,32,124.2144,2448,6
14,0,52,33,125.768326,2602,9
14,0,52,34,126.714905,4468,14
14,0,52,35,126.2534,2779,11
14,0,52,36,126.72192,3129,11
15,0,36,1,74.0,3538,15
15,0,36,2,73.48163,1830,7
15,0,36,3,74.765236,2186,11
15,0,36,4,75.1742,2902,14
15,0,36,5,74.72107,3026,15
15,0,36,6,74.070045,1626,0
15,0,36,7,77.132774,1709,4
15,0,36,8,79.38204,2299,10
15,0,36,9,80.08669,2498,12
15,0,36,10,80.26043,2012,7
15,0,36,11,81.66401,3151,15
15,0,36,12,81.01183,2075,10
15,0,36,13,81.64316,3505,17
15,0,36,14,80.55043,2723,13
15,0,36,15,80.55043,2995,14
15,0,36,16,80.18716,3314,15
15,0,36,17,79.64672,1734,4
15,0,36,18,81.89586,2634,12
15,0,36,19,82.020004,2471,12
15,0,36,20,82.241776,2365,9
15,0,36,21,83.05361,2430,10
15,0,36,22,83.73468,2107,6
15,0,36,23,85.31275,2796,13
15,0,36,24,85.31275,2377,10
15,0,36,25,86.017845,3228,15
15,0,36,26,85.49616,3582,16
15,0,36,27,84.62179,1728,8
15,0,36,28,85.84633,2076,10
15,0,36,29,86.54864,3293,14
15,0,36,30,86.11317,1911,5
15,0,36,31,87.99281,1930,7
15,0,36,32,89.40421,2632,11
15,0,36,33,89.83734,2265,7
15,0,36,34,91.164055,2887,13
15,0,36,35,91.164055,2887,13
15,0,36,36,91.164055,1762,7
16,0,40,1,93.0,1895,2
16,0,40,2,95.69129,2455,11
16,0,40,3,96.10025,2934,12
16,0,40,4,96.12002,3408,15
16,0,40,5,95.46861,4076,17
16,0,40,6,94.36753,2467,9
16,0,40,7,95.12797,2094,8
16,0,40,8,96.35146,2374,11
16,0,40,9,96.85104,3540,15
16,0,40,10,96.21262,2906,12
16,0,40,11,96.25323,2640,12
16,0,40,12,96.5002,2228,9
16,0,40,13,97.4993,3104,13
16,0,40,14,97.34595,3907,16
16,0,40,15,96.399956,2642,10
16,0,40,16,97.016914,1996,7
16,0,40,17,98.49287,2040,5
16,0,40,18,100.37522,3636,14
16,0,40,19,100.041885,2268,8
16,0,40,20,101.041885,2463,8
16,0,40,21,102.21322,2661,10
16,0,40,22,102.959175,1935,1
16,0,40,23,105.89199,3115,13
16,0,40,24,105.89199,3084,12
16,0,40,25,105.9322,3116,13
16,0,40,26,105.9322,3832,16
16,0,40,27,104.99796,2636,9
16,0,40,28,105.87998,2586,8
16,0,40,29,106.902794,2693,11
16,0,40,30,107.390724,2480,9
16,0,40,31,108.18669,3119,12
16,0,40,32,108.21651,2269,6
16,0,40,33,109.77138,4349,16
16,0,40,34,108.96153,4237,16
16,0,40,35,108.20038,2962,11
16,0,40,36,108.51942,2367,7
17,1,29,1,64.0,2312,10
17,1,29,2,64.528114,1749,8
17,1,29,3,65.65218,1988,8
17,1,29,4,66.81718,2260,10
17,1,29,5,67.52071,3873,16
17,1,29,6,66.695,2509,10
17,1,29,7,67.24901,2800,13
17,1,29,8,67.24901,2100,8
17,1,29,9,68.24901,1866,6
17,1,29,10,69.79242,1977,4
17,1,29,11,72.03572,2279,9
17,1,29,12,72.88083,2913,12
17,1,29,13,72.90074,3265,14
17,1,29,14,72.406105,2696,12
17,1,29,15,72.5797,3902,16
17,1,29,16,71.58739,2880,12
17,1,29,17,71.61759,2125,8
17,1,29,18,72.72583,2175,8
17,1,29,19,73.778244,2223,6
17,1,29,20,75.44491,2556,10
17,1,29,21,76.14913,3749,15
17,1,29,22,75.56898,1926,1
17,1,29,23,78.3805,2557,9
17,1,29,24,79.19865,3503,14
17,1,29,25,78.73847,2750,11
17,1,29,26,79.23156,3101,13
17,1,29,27,79.23156,2512,8
17,1,29,28,80.40393,2568,10
17,1,29,29,81.06164,3430,14
17,1,29,30,80.731606,2669,10
17,1,29,31,81.43599,3471,14
17,1,29,32,80.98223,2045,2
17,1,29,33,83.671715,2796,10
17,1,29,34,84.41742,3586,13
17,1,29,35,84.21943,3162,12
17,1,29,36,84.28015,3196,12
18,1,32,1,79.0,2415,8
18,1,32,2,80.09524,2017,5
18,1,32,3,81.97526,2941,12
18,1,32,4,82.05686,2012,3
18,1,32,5,84.5171,2928,12
18,1,32,6,84.723724,3938,17
18,1,32,7,83.60006,3879,14
18,1,32,8,83.162834,1905,8
18,1,32,9,84.336586,2863,12
18,1,32,10,84.5273,3049,13
18,1,32,11,84.5273,2806,11
18,1,32,12,84.9603,2079,7
18,1,32,13,86.37155,2745,10
18,1,32,14,86.98904,3993,14
18,1,32,15,86.53975,2131,9
18,1,32,16,87.43698,3135,13
18,1,32,17,87.417206,3197,13
18,1,32,18,87.359024,2731,11
18,1,32,19,87.631454,2363,7
18,1,32,20,88.89256,2694,11
18,1,32,21,89.38031,2545,8
18,1,32,22,90.55123,3038,12
18,1,32,23,90.63418,2944,11
18,1,32,24,91.009514,2602,10
18,1,32,25,91.6667,1943,0
18,1,32,26,94.86279,2273,6
18,1,32,27,96.575066,3540,13
18,1,32,28,96.42704,2555,9
18,1,32,29,97.27244,4542,18
18,1,32,30,95.89639,2645,9
18,1,32,31,96.834015,2299,9
18,1,32,32,97.69004,2904,11
18,1,32,33,98.09913,3274,12
18,1,32,34,98.14953,4598,17
18,1,32,35,97.0273,3714,14
18,1,32,36,96.56741,3573,14
19,1,26,1,91.0,2480,8
19,1,26,2,92.10806,3185,11
19,1,26,3,92.40822,3740,14
19,1,26,4,91.99645,2908,10
19,1,26,5,92.52568,2336,3
19,1,26,6,94.87799,3494,13
19,1,26,7,94.87799,2376,5
19,1,26,8,96.76015,3081,10
19,1,26,9,97.50666,3595,13
19,1,26,10,97.46772,3382,12
19,1,26,11,97.624725,3492,12
19,1,26,12,97.66539,2852,10
19,1,26,13,98.41434,3904,13
19,1,26,14,98.249374,2541,9
19,1,26,15,99.06559,3168,11
19,1,26,16,99.47373,4042,13
19,1,26,17,99.25948,2776,8
19,1,26,18,100.45257,2871,8
19,1,26,19,101.51561,5050,16
19,1,26,20,100.689865,2548,7
19,1,26,21,101.97558,3892,13
19,1,26,22,101.74947,4765,17
19,1,26,23,100.596275,2983,8
19,1,26,24,101.69249,3042,9
19,1,26,25,102.51169,4790,17
19,1,26,26,101.358246,4862,16
19,1,26,27,100.36606,2361,8
19,1,26,28,101.44187,3220,10
19,1,26,29,102.121994,4374,15
19,1,26,30,101.48367,3659,13
19,1,26,31,101.48367,2855,8
19,1,26,32,102.610115,2582,7
19,1,26,33,103.895164,3051,11
19,1,26,34,104.33371,3209,10
19,1,26,35,104.98438,2361,8
19,1,26,36,106.15846,3286,11
20,0,59,1,74.0,1599,0
20,0,59,2,77.19575,2324,11
20,0,59,3,77.643684,2063,7
20,0,59,4,79.13423,1648,0
20,0,59,5,82.32901,1678,5
20,0,59,6,84.245575,1835,8
20,0,59,7,85.27555,2963,13
20,0,59,8,85.10647,1788,1
20,0,59,9,87.91687,2554,11
20,0,59,10,88.24929,2814,12
20,0,59,11,88.279144,2558,10
20,0,59,12,88.83427,2053,6
20,0,59,13,90.38906,3536,15
20,0,59,14,89.828255,3324,15
20,0,59,15,89.13933,1857,4
20,0,59,16,91.29118,2687,12
20,0,59,17,91.516716,1765,2
20,0,59,18,94.07082,2639,12
20,0,59,19,94.29288,1850,8
20,0,59,20,95.46585,2718,11
20,0,59,21,95.899994,2487,9
20,0,59,22,96.85094,2113,4
20,0,59,23,98.89069,2286,6
20,0,59,24,100.46768,1849,0
20,0,59,25,103.664,2372,7
20,0,59,26,105.15641,2391,9
20,0,59,27,106.05102,2681,10
20,0,59,28,106.70152,3314,14
20,0,59,29,106.41939,2374,10
20,0,59,30,107.05039,2664,10
20,0,59,31,107.578545,2168,4
20,0,59,32,109.82255,2414,7
20,0,59,33,111.08518,2173,7
20,0,59,34,112.49613,2478,7
20,0,59,35,113.98725,3240,13
20,0,59,36,113.98725,2916,11
21,0,22,1,64.0,1969,7
21,0,22,2,65.49314,3270,14
21,0,22,3,65.08091,2146,11
21,0,22,4,65.49004,1999,9
21,0,22,5,66.385994,2593,12
21,0,22,6,66.40605,1913,5
21,0,22,7,68.25394,2615,12
21,0,22,8,68.35528,1897,9
21,0,22,9,69.1713,3634,16
21,0,22,10,68.39365,2566,12
21,0,22,11,68.51758,2808,13
21,0,22,12,68.42285,2460,11
21,0,22,13,68.85578,1718,1
21,0,22,14,71.66719,3806,17
21,0,22,15,70.56577,3574,17
21,0,22,16,69.38362,1835,9
21,0,22,17,70.32422,1661,7
21,0,22,18,71.60176,3693,16
21,0,22,19,70.84059,3392,16
21,0,22,20,70.06701,2255,10
21,0,22,21,70.68031,3797,16
21,0,22,22,69.83886,1789,4
21,0,22,23,71.89811,3178,14
21,0,22,24,71.637566,2013,10
21,0,22,25,72.37676,2443,11
21,0,22,26,72.649376,2589,12
21,0,22,27,72.874176,2260,10
21,0,22,28,73.576385,2247,10
21,0,22,29,74.325386,3335,14
21,0,22,30,73.868416,3349,15
21,0,22,31,73.23061,3358,14
21,0,22,32,72.73121,2702,12
21,0,22,33,72.79265,3288,15
21,0,22,34,72.18316,2134,8
21,0,22,35,73.37716,2074,8
21,0,22,36,74.4302,3367,14
22,0,53,1,100.0,2420,10
22,0,53,2,100.748764,3338,14
22,0,53,3,100.47645,2577,9
22,0,53,4,101.357315,2436,8
22,0,53,5,102.607315,3064,13
22,0,53,6,102.607315,2881,12
22,0,53,7,102.73435,3066,13
22,0,53,8,102.73435,3464,15
22,0,53,9,102.159874,3698,14
22,0,53,10,101.8132,2198,8
22,0,53,11,102.978806,4267,16
22,0,53,12,102.13723,2049,9
22,0,53,13,103.121124,2950,12
22,0,53,14,103.286545,2184,9
22,0,53,15,104.10248,2964,12
22,0,53,16,104.30997,2565,8
22,0,53,17,105.33336,2672,11
22,0,53,18,105.82063,2990,12
22,0,53,19,105.90358,2960,11
22,0,53,20,106.165405,2465,10
