id,sesso,eta,mese,peso,kcal,pesoStimato
2,1,33,2,74.24339,2426,-0.3520198
2,1,33,2,74.59541,3003,0.23809522
2,1,33,2,74.357315,2200,-0.59636354
2,1,33,2,74.95368,2495,-0.59639263
2,1,33,2,75.55007,2217,-0.894452
2,1,33,2,76.44453,1766,-1.9178935
2,1,33,2,78.36242,3430,0.43556857
2,1,33,2,77.92685,3011,0.11557627
2,1,33,2,77.81127,1841,-2.9331887
2,1,33,2,80.74446,2501,-0.5709715
2,1,33,2,81.31543,3137,0.18999052
2,1,33,2,81.12544,2238,-1.3333335
2,1,33,2,82.45878,2679,-0.6177676
2,1,33,2,83.076546,2660,-0.40827084
2,1,33,2,83.48482,2181,-1.5552497
3,1,34,1,74.0,2565,-0.44288492
3,1,34,2,74.44289,2515,-0.27196813
3,1,34,2,74.71485,2319,-0.46830535
3,1,34,2,75.18316,3531,0.7476635
3,1,34,2,74.43549,2629,-0.260175
3,1,34,2,74.69567,2634,-0.34624147
3,1,34,2,75.041916,2296,-0.49912882
3,1,34,2,75.541046,2476,-0.64943457
3,1,34,2,76.19048,2227,-1.490795
3,1,34,2,77.681274,2015,-1.7945409
3,1,34,2,79.475815,2806,-0.10477543
3,1,34,2,79.58059,2453,-0.8185897
3,1,34,2,80.39918,3654,0.37383687
3,1,34,2,80.02534,2845,-0.12442875
3,1,34,2,80.149765,3648,0.56085527
3,1,34,2,79.58891,2069,-1.7129049
3,1,34,2,81.30182,2002,-1.9700298
3,1,34,2,83.27185,2511,-0.61409783
3,1,34,2,83.88595,3007,-0.049883723
3,1,34,2,83.93583,4010,0.9695761
3,1,34,2,82.966255,1842,-2.5559173
3,1,34,2,85.52217,2700,-0.5451851
3,1,34,2,86.06735,2925,-0.10461545
3,1,34,2,86.17197,4250,1.1011765
3,1,34,2,85.07079,2234,-0.7385855
3,1,34,2,85.80938,4210,0.54014254
3,1,34,2,85.26923,2053,-1.9678521
3,1,34,2,87.23708,2078,-1.4769008
3,1,34,2,88.71398,2191,-2.140575
3,1,34,2,90.85455,3011,-0.15742278
3,1,34,2,91.01198,2284,-1.9439578
3,1,34,2,92.95593,2953,-0.346766
3,1,34,2,93.3027,2638,-0.43821073
3,1,34,2,93.740906,2709,-0.5703213
3,1,34,2,94.311226,3267,0.048974454
3,1,34,2,94.26225,4268,0.48453605
4,1,40,1,70.0,2718,-0.060706258
4,1,40,2,70.06071,2109,-1.5765768
4,1,40,2,71.63728,2580,-0.17364335
4,1,40,2,71.81093,2106,-1.6642922
4,1,40,2,73.47522,2839,0.0
4,1,40,2,73.47522,2272,-0.74867964
4,1,40,2,74.2239,3965,1.4022698
4,1,40,2,72.82163,2657,-0.1272111
4,1,40,2,72.948845,3168,0.42803025
4,1,40,2,72.52081,2568,-0.4926014
4,1,40,2,73.01341,2632,-0.3009119
4,1,40,2,73.31432,1986,-2.1399796
4,1,40,2,75.4543,3049,0.2820596
4,1,40,2,75.17224,1981,-1.7970724
4,1,40,2,76.969315,3544,0.36060953
4,1,40,2,76.6087,2725,-0.3174311
4,1,40,2,76.92613,1860,-2.2473116
4,1,40,2,79.17345,2535,-0.8126235
4,1,40,2,79.98607,1897,-1.1238799
4,1,40,2,81.10995,2984,0.0
4,1,40,2,81.10995,3730,0.79999995
4,1,40,2,80.309944,1871,-1.1737039
4,1,40,2,81.48365,3619,0.69411445
4,1,40,2,80.789536,2830,-0.15689063
4,1,40,2,80.94643,2534,-0.8820045
4,1,40,2,81.82843,3057,0.057899952
4,1,40,2,81.77053,2278,-0.9468831
4,1,40,2,82.717415,2533,-0.57086456
4,1,40,2,83.28828,3449,0.6132212
4,1,40,2,82.67506,1960,-1.0755103
4,1,40,2,83.750565,3913,1.1231792
4,1,40,2,82.62739,2290,-1.5786028
4,1,40,2,84.20599,2922,-0.20704985
4,1,40,2,84.41304,2651,-0.59751034
4,1,40,2,85.01055,2906,-0.10461116
4,1,40,2,85.115166,2051,-2.459776
5,0,22,1,104.0,3208,-0.24688268
5,0,22,2,104.24688,4837,0.76100886
5,0,22,2,103.48587,3339,-0.37586093
5,0,22,2,103.86173,3420,-0.10526323
5,0,22,2,103.966995,4647,1.1233053
5,0,22,2,102.84369,3573,0.0
5,0,22,2,102.84369,3252,-0.39483404
5,0,22,2,103.238525,4229,0.76259166
5,0,22,2,102.47594,3351,-0.19068933
5,0,22,2,102.666626,2927,-1.0966861
5,0,22,2,103.76331,3562,-0.03930378
5,0,22,2,103.80262,2375,-1.5448422
5,0,22,2,105.347466,3639,0.0
5,0,22,2,105.347466,4985,1.3500502
5,0,22,2,103.99741,4036,0.4281466
5,0,22,2,103.56927,2299,-2.2496738
5,0,22,2,105.81894,2812,-0.8950925
5,0,22,2,106.714035,3455,-0.3183794
5,0,22,2,107.03242,3610,-0.080886364
5,0,22,2,107.113304,2506,-2.3523545
5,0,22,2,109.46566,2586,-1.3468677
5,0,22,2,110.81253,3102,-0.87685347
5,0,22,2,111.689384,2854,-1.6660827
5,0,22,2,113.35547,4001,0.19120216
5,0,22,2,113.16427,2345,-2.555224
5,0,22,2,115.71949,3676,-0.31828046
5,0,22,2,116.03777,3567,-0.3947296
5,0,22,2,116.4325,2712,-1.346239
5,0,22,2,117.77874,2855,-1.9422066
5,0,22,2,119.72095,3935,-0.04066062
5,0,22,2,119.761604,2932,-1.4788542
5,0,22,2,121.240456,4622,0.49069667
5,0,22,2,120.749756,3598,-0.37020564
5,0,22,2,121.119965,2513,-1.2248309
5,0,22,2,122.344795,2900,-1.2248275
5,0,22,2,123.569626,4075,-0.040245533
6,0,58,1,102.0,3055,0.0
6,0,58,2,102.0,2231,-1.8467057
6,0,58,2,103.8467,2436,-1.0623975
6,0,58,2,104.9091,4185,0.77777785
6,0,58,2,104.131325,2687,-0.7461852
6,0,58,2,104.87751,2542,-0.87647533
6,0,58,2,105.75398,2460,-0.7963414
6,0,58,2,106.55032,1907,-2.5547981
6,0,58,2,109.10512,4177,0.48455834
6,0,58,2,108.62056,2526,-0.74940634
6,0,58,2,109.369965,1934,-1.2771459
6,0,58,2,110.64711,2010,-2.9328358
6,0,58,2,113.57995,2588,-0.4992273
6,0,58,2,114.07918,3371,0.15307021
6,0,58,2,113.92611,2365,-1.1086682
6,0,58,2,115.034775,2736,-0.38084793
6,0,58,2,115.41562,3425,0.23795635
6,0,58,2,115.177666,3031,-0.15044546
6,0,58,2,115.32811,3066,-0.2544031
6,0,58,2,115.58251,3168,-0.061237335
6,0,58,2,115.64375,2450,-0.66612244
6,0,58,2,116.309875,3439,0.23698747
6,0,58,2,116.07289,2652,-0.9366517
6,0,58,2,117.009544,3484,0.22617674
6,0,58,2,116.78337,2201,-1.4761473
6,0,58,2,118.25952,2877,-0.5964546
6,0,58,2,118.85597,2454,-1.4050531
6,0,58,2,120.261024,4237,0.63724333
6,0,58,2,119.62378,4193,0.4125924
6,0,58,2,119.21119,2292,-0.8979058
6,0,58,2,120.10909,2935,-0.54514503
6,0,58,2,120.654236,3678,0.27243072
6,0,58,2,120.381805,3273,-0.0604949
6,0,58,2,120.4423,2672,-0.5
6,0,58,2,120.9423,4452,0.4959569
6,0,58,2,120.44634,3274,-0.08063507
7,1,20,1,63.0,3636,0.51815176
7,1,20,2,62.48185,1716,-1.687063
7,1,20,2,64.168915,3730,0.53994644
7,1,20,2,63.628967,3333,0.560756
7,1,20,2,63.06821,1996,-1.4028058
7,1,20,2,64.471016,2376,-0.29882145
7,1,20,2,64.76984,2602,-0.26133716
7,1,20,2,65.03117,2992,0.41276723
7,1,20,2,64.61841,3171,0.5512457
7,1,20,2,64.06716,2368,-0.29814196
7,1,20,2,64.3653,2428,-0.37067556
7,1,20,2,64.73598,2573,-0.19121647
7,1,20,2,64.92719,2276,-0.40949035
7,1,20,2,65.336685,1927,-1.7125063
7,1,20,2,67.049194,2600,-0.22500014
7,1,20,2,67.27419,3053,0.33016706
7,1,20,2,66.94402,2626,-0.19078445
7,1,20,2,67.13481,2798,0.0
7,1,20,2,67.13481,1903,-0.9406202
7,1,20,2,68.07543,1834,-2.1526718
7,1,20,2,70.2281,2300,-0.5
7,1,20,2,70.7281,4014,0.56103635
7,1,20,2,70.16707,2328,-0.9381442
7,1,20,2,71.10521,2869,-0.048797727
7,1,20,2,71.15401,1884,-2.691083
7,1,20,2,73.84509,2433,-0.4381423
7,1,20,2,74.28323,1965,-2.5750637
7,1,20,2,76.8583,2252,-1.7539966
7,1,20,2,78.6123,3456,0.42824078
7,1,20,2,78.18406,2983,-0.15420735
7,1,20,2,78.338264,3356,0.3301549
7,1,20,2,78.00811,2733,-0.49323082
7,1,20,2,78.50134,2035,-2.5749385
7,1,20,2,81.07628,2644,-0.3804841
7,1,20,2,81.456764,1926,-1.278297
7,1,20,2,82.73506,4177,0.9461336
8,0,54,1,65.0,2011,-0.9368472
8,0,54,2,65.936844,2422,-0.091659665
8,0,54,2,66.0285,1774,-2.0405865
8,0,54,2,68.06909,1746,-0.8969073
8,0,54,2,68.965996,2518,-0.01985693
8,0,54,2,68.985855,2187,-0.3255601
8,0,54,2,69.31142,2853,0.32071495
8,0,54,2,68.9907,2188,-0.65082264
8,0,54,2,69.641525,2681,0.09474075
8,0,54,2,69.54678,3521,1.3760295
8,0,54,2,68.17075,1848,-1.8479437
8,0,54,2,70.0187,1664,-2.1514425
8,0,54,2,72.17014,1842,-2.0385451
8,0,54,2,74.20869,1864,-0.81545067
8,0,54,2,75.02414,2031,-0.59675026
8,0,54,2,75.62089,2276,-0.6502638
8,0,54,2,76.27115,2338,-0.40804124
8,0,54,2,76.67919,1918,-1.9421273
8,0,54,2,78.62132,2182,-1.170944
8,0,54,2,79.79227,2684,-0.04023838
8,0,54,2,79.832504,2549,-0.12710857
8,0,54,2,79.95961,1872,-1.3477564
8,0,54,2,81.307365,3116,0.24518609
8,0,54,2,81.06218,1720,-2.9360466
8,0,54,2,83.99823,2332,-0.9519726
8,0,54,2,84.9502,2233,-0.49977612
8,0,54,2,85.44998,1931,-0.8979802
8,0,54,2,86.34796,2334,-0.8191943
8,0,54,2,87.16715,2486,-0.40909088
8,0,54,2,87.57624,2690,-0.26208162
8,0,54,2,87.838326,2268,-0.5
8,0,54,2,88.338326,2502,-0.68145454
8,0,54,2,89.01978,3367,0.7618058
8,0,54,2,88.25798,2757,-0.15415311
8,0,54,2,88.41213,1934,-0.9410548
8,0,54,2,89.35319,3001,0.23658782
9,0,23,1,107.0,2320,-2.9353447
9,0,23,2,109.93535,3572,-0.15705478
9,0,23,2,110.0924,4101,0.16483784
9,0,23,2,109.92756,4059,0.14781964
9,0,23,2,109.77974,4092,0.1647116
9,0,23,2,109.61503,3264,-0.5968137
9,0,23,2,110.211845,3541,-0.19062424
9,0,23,2,110.402466,4638,0.747736
9,0,23,2,109.65473,3040,-0.93684196
9,0,23,2,110.591576,2946,-0.56347585
9,0,23,2,111.15505,5193,0.80993646
9,0,23,2,110.345116,3544,-0.3188485
9,0,23,2,110.66396,3363,-0.37020528
9,0,23,2,111.03417,3713,-0.100996494
9,0,23,2,111.13517,2578,-1.8805275
9,0,23,2,113.0157,4377,0.6134337
9,0,23,2,112.40227,2944,-1.4928669
9,0,23,2,113.895134,2859,-0.70234346
9,0,23,2,114.59748,2562,-1.5444964
9,0,23,2,116.141975,2863,-0.73908496
9,0,23,2,116.88106,5241,0.992177
9,0,23,2,115.88888,2702,-2.2446334
9,0,23,2,118.133514,3179,-0.99905634
9,0,23,2,119.13257,3920,-0.081632614
9,0,23,2,119.2142,2882,-1.9430953
9,0,23,2,121.157295,3405,-0.7612333
9,0,23,2,121.918526,3748,-0.17342591
9,0,23,2,122.09195,2936,-1.5544958
9,0,23,2,123.64645,4406,0.1960963
9,0,23,2,123.45035,4483,0.33013606
9,0,23,2,123.12021,2709,-1.0299003
9,0,23,2,124.15011,4008,-0.122754574
9,0,23,2,124.272865,3845,-0.22548759
9,0,23,2,124.49835,3685,-0.24694705
9,0,23,2,124.7453,3649,-0.54480696
9,0,23,2,125.29011,3496,-0.5706521
10,0,20,1,75.0,2675,-0.31775713
10,0,20,2,75.31776,2568,-0.44392538
10,0,20,2,75.76168,2464,-0.6509738
10,0,20,2,76.41265,1874,-2.6894343
10,0,20,2,79.10209,3601,0.9011385
10,0,20,2,78.20095,2929,0.0
10,0,20,2,78.20095,2842,-0.15306115
10,0,20,2,78.35401,1995,-1.4105262
10,0,20,2,79.764534,1990,-1.9678392
10,0,20,2,81.732376,3474,0.26079452
10,0,20,2,81.47158,4008,0.49600804
10,0,20,2,80.97557,2611,-0.44810414
10,0,20,2,81.423676,2230,-0.70224214
10,0,20,2,82.125916,2910,-0.20790398
10,0,20,2,82.33382,2916,-0.16598082
10,0,20,2,82.499794,2433,-0.99958897
10,0,20,2,83.49938,1963,-1.124809
10,0,20,2,84.62419,2602,-0.5707147
10,0,20,2,85.19491,3081,-0.040246487
10,0,20,2,85.23515,2864,-0.4347068
10,0,20,2,85.66986,3000,-0.16533327
10,0,20,2,85.8352,3097,-0.040038586
10,0,20,2,85.87524,2191,-2.140575
10,0,20,2,88.01581,1975,-1.8379748
10,0,20,2,89.85378,3459,0.32668412
10,0,20,2,89.5271,2484,-0.8949276
10,0,20,2,90.42203,2112,-2.151515
10,0,20,2,92.57354,4395,0.74402726
10,0,20,2,91.82951,4369,0.49622345
10,0,20,2,91.33329,3697,0.2299161
10,0,20,2,91.10337,3005,-0.17371058
10,0,20,2,91.277084,2912,-0.36984873
10,0,20,2,91.646935,2592,-1.3271606
10,0,20,2,92.9741,3249,-0.08125591
10,0,20,2,93.05535,3218,-0.09229338
10,0,20,2,93.147644,3818,0.39130443
11,1,43,1,106.0,2974,-0.81371903
11,1,43,2,106.81372,2397,-2.2444725
11,1,43,2,109.0582,4359,0.38678598
11,1,43,2,108.67141,2526,-1.5550275
11,1,43,2,110.22644,3255,-0.3477726
11,1,43,2,110.57421,2553,-1.1656873
11,1,43,2,111.7399,2711,-1.2630024
11,1,43,2,113.0029,4381,0.5409724
11,1,43,2,112.46193,2436,-2.350164
11,1,43,2,114.812096,4966,0.54007244
11,1,43,2,114.272026,3904,0.14805329
11,1,43,2,114.12397,3360,-0.37500024
11,1,43,2,114.49897,4451,0.9346214
11,1,43,2,113.56435,3530,-0.06118977
11,1,43,2,113.625534,3387,-0.2550931
11,1,43,2,113.88063,4690,0.4614073
11,1,43,2,113.41922,2808,-0.56339025
11,1,43,2,113.98261,3176,-0.54534006
11,1,43,2,114.527954,2896,-0.75
11,1,43,2,115.277954,3924,0.14780831
11,1,43,2,115.13014,3885,0.19613904
11,1,43,2,114.934006,5006,1.1010787
11,1,43,2,113.832924,3823,0.11300027
11,1,43,2,113.719925,2631,-1.8491066
11,1,43,2,115.56903,4040,0.49504936
11,1,43,2,115.07398,2977,-0.65804493
11,1,43,2,115.732025,4590,1.0315905
11,1,43,2,114.70043,2319,-1.6869339
11,1,43,2,116.38737,3546,-0.09221649
11,1,43,2,116.47958,3219,-0.40820146
11,1,43,2,116.88779,2932,-1.0
11,1,43,2,117.88779,3353,-0.19743514
11,1,43,2,118.08522,4941,1.2679619
11,1,43,2,116.81726,4615,1.0314193
11,1,43,2,115.78584,2952,-1.1720866
11,1,43,2,116.95793,4435,0.34678698
12,0,51,1,91.0,2481,-0.32486892
12,0,51,2,91.32487,2601,-0.44290638
12,0,51,2,91.76778,2462,-0.7051177
12,0,51,2,92.47289,2181,-1.6643739
12,0,51,2,94.13727,2259,-0.8950864
12,0,51,2,95.03236,2211,-1.3315244
12,0,51,2,96.363884,3471,0.29040623
12,0,51,2,96.07348,3940,0.9918783
12,0,51,2,95.081604,2654,-0.33232856
12,0,51,2,95.41393,2422,-0.43848062
12,0,51,2,95.85242,2575,-0.5965047
12,0,51,2,96.44892,2019,-1.8821197
12,0,51,2,98.33104,3447,0.5210328
12,0,51,2,97.810005,3827,0.43741834
12,0,51,2,97.37259,2596,-0.74537754
12,0,51,2,98.117966,2606,-0.29854178
12,0,51,2,98.416504,2250,-0.6657777
12,0,51,2,99.08228,4153,1.1008909
12,0,51,2,97.98139,2992,0.0
12,0,51,2,97.98139,1856,-3.0603452
12,0,51,2,101.04174,2372,-0.8448565
12,0,51,2,101.8866,2168,-1.2246308
12,0,51,2,103.11123,2704,-0.54437876
12,0,51,2,103.65561,2064,-1.9689922
12,0,51,2,105.6246,3080,-0.020129919
12,0,51,2,105.64473,2832,-0.39406776
12,0,51,2,106.038795,2120,-1.8811321
12,0,51,2,107.91993,2297,-1.4784503
12,0,51,2,109.39838,2155,-2.352668
12,0,51,2,111.751045,4039,0.82495666
12,0,51,2,110.92609,3130,-0.08051109
12,0,51,2,111.0066,2013,-2.346746
12,0,51,2,113.35335,2359,-1.8482405
12,0,51,2,115.20159,4204,0.6743578
12,0,51,2,114.52724,2112,-1.6150568
12,0,51,2,116.142296,2030,-2.4512315
13,0,37,1,83.0,3367,0.3605584
13,0,37,2,82.63944,3333,0.86708665
13,0,37,2,81.772354,1864,-2.3524678
13,0,37,2,84.124825,1917,-1.3474177
13,0,37,2,85.472244,1848,-1.5438312
13,0,37,2,87.016075,1751,-3.061108
13,0,37,2,90.07719,3415,0.7979503
13,0,37,2,89.279236,3515,0.56073976
13,0,37,2,88.7185,2508,-0.4078946
13,0,37,2,89.126396,2684,-0.12742186
13,0,37,2,89.253815,2429,-0.881021
13,0,37,2,90.134834,3359,0.29056263
13,0,37,2,89.84427,2609,-0.4925257
13,0,37,2,90.33679,2357,-0.87738657
13,0,37,2,91.21418,2773,-0.12441409
13,0,37,2,91.33859,3612,0.3997785
13,0,37,2,90.93881,3949,0.5398835
13,0,37,2,90.398926,2588,-0.55448234
13,0,37,2,90.95341,2250,-1.4088887
13,0,37,2,92.3623,2615,-0.55449307
13,0,37,2,92.916794,2740,-0.2540145
13,0,37,2,93.17081,3151,0.14788961
13,0,37,2,93.02292,3149,0.36995858
13,0,37,2,92.65296,3055,0.18985271
13,0,37,2,92.46311,2704,-0.3753698
13,0,37,2,92.83848,3932,1.2957782
13,0,37,2,91.5427,2286,-0.7965878
13,0,37,2,92.33929,2470,-0.88056684
13,0,37,2,93.21986,2336,-0.49914384
13,0,37,2,93.719,2839,-0.122578144
13,0,37,2,93.84158,2196,-1.0000001
13,0,37,2,94.84158,1826,-2.449069
13,0,37,2,97.29065,3578,0.6662941
13,0,37,2,96.62436,2140,-1.1649531
13,0,37,2,97.789314,2272,-1.2623239
13,0,37,2,99.051636,3099,0.058083296
14,1,20,1,70.0,2927,0.058421552
14,1,20,2,69.94158,2782,-0.12365198
14,1,20,2,70.06523,2182,-1.5788269
14,1,20,2,71.64406,2126,-1.8461901
14,1,20,2,73.49025,2218,-0.99954915
14,1,20,2,74.4898,2237,-0.6660707
14,1,20,2,75.15587,3358,0.5345443
14,1,20,2,74.62132,2687,-0.22180867
14,1,20,2,74.84313,1975,-1.5432912
14,1,20,2,76.38642,2940,-0.15306115
14,1,20,2,76.53948,3762,0.77405643
14,1,20,2,75.76543,3827,1.0621896
14,1,20,2,74.70324,2779,-0.3008275
14,1,20,2,75.00407,2966,-0.02933228
14,1,20,2,75.0334,1978,-2.5733066
14,1,20,2,77.606705,2969,-0.09195006
14,1,20,2,77.698654,2298,-1.6644907
14,1,20,2,79.363144,2173,-0.85687995
14,1,20,2,80.220024,2658,-0.35214448
14,1,20,2,80.57217,2540,-0.46850395
14,1,20,2,81.04067,2455,-1.1274948
14,1,20,2,82.16817,2636,-0.8179059
14,1,20,2,82.98608,2780,-0.2985611
14,1,20,2,83.28464,2403,-0.6658344
14,1,20,2,83.95047,3638,0.22979665
14,1,20,2,83.72067,2475,-0.8957577
14,1,20,2,84.61643,2427,-1.6666669
14,1,20,2,86.2831,4425,1.0368361
14,1,20,2,85.24626,4065,0.79999995
14,1,20,2,84.44626,2263,-2.140963
14,1,20,2,86.58722,2794,-0.528275
14,1,20,2,87.11549,3694,0.42772055
14,1,20,2,86.687775,2105,-2.8099763
14,1,20,2,89.49775,2587,-1.4920759
14,1,20,2,90.98982,3023,-0.49354935
14,1,20,2,91.48337,4704,0.8258929
15,0,28,1,97.0,2087,-3.1935792
15,0,28,2,100.19358,4660,0.7442061
15,0,28,2,99.44937,3032,-0.59762526
15,0,28,2,100.047,2275,-2.1538463
15,0,28,2,102.20084,2953,-1.0226887
15,0,28,2,103.22353,3548,-0.019729376
15,0,28,2,103.24326,2796,-0.84549344
15,0,28,2,104.08876,4723,1.1825111
15,0,28,2,102.90625,4683,0.94640183
15,0,28,2,101.95985,4650,0.9462366
15,0,28,2,101.01361,3421,-0.12277126
15,0,28,2,101.13638,3740,0.112834215
15,0,28,2,101.02355,4266,0.3469292
15,0,28,2,100.67662,3025,-0.8132231
15,0,28,2,101.489845,2265,-1.1240618
15,0,28,2,102.61391,3496,-0.081235886
15,0,28,2,102.695145,3142,-0.40865707
15,0,28,2,103.103806,2184,-3.1959705
15,0,28,2,106.299774,3810,0.07664037
15,0,28,2,106.22314,3333,-0.29612947
15,0,28,2,106.519264,2533,-1.3466245
15,0,28,2,107.86589,3076,-0.8179455
15,0,28,2,108.68384,2832,-1.57839
15,0,28,2,110.26223,3843,0.097579956
15,0,28,2,110.16465,3314,-0.27217865
15,0,28,2,110.43683,3584,-0.20982122
15,0,28,2,110.64665,3250,-0.48738456
15,0,28,2,111.13403,2691,-1.2251952
15,0,28,2,112.35923,3670,-0.08283377
15,0,28,2,112.44206,2601,-0.9411764
15,0,28,2,113.38324,3696,-0.08279228
15,0,28,2,113.466034,3389,-0.68161726
15,0,28,2,114.14765,3831,-0.03967619
15,0,28,2,114.187325,4411,0.6132397
15,0,28,2,113.57408,3469,-0.5549151
15,0,28,2,114.129,3367,-0.5963764
16,1,27,1,60.0,2043,-0.5638766
16,1,27,2,60.563877,3554,0.7774338
16,1,27,2,59.78644,2769,0.28169006
16,1,27,2,59.504753,1720,-1.0302327
16,1,27,2,60.534985,2001,-0.6306846
16,1,27,2,61.16567,2939,0.49506634
16,1,27,2,60.6706,3109,0.45738173
16,1,27,2,60.21322,1732,-2.0600462
16,1,27,2,62.273266,1927,-1.9434357
16,1,27,2,64.216705,3050,0.32065576
16,1,27,2,63.89605,2689,-0.030122638
16,1,27,2,63.92617,3043,0.5356556
16,1,27,2,63.390514,2542,-0.25491762
16,1,27,2,63.64543,2358,-0.597116
16,1,27,2,64.242546,3624,0.74420536
16,1,27,2,63.49834,1814,-1.4751928
16,1,27,2,64.97353,2332,-0.7049742
16,1,27,2,65.678505,2237,-0.9369693
16,1,27,2,66.61547,2896,0.076657414
16,1,27,2,66.53881,2894,0.115065694
16,1,27,2,66.423744,3808,1.0798318
16,1,27,2,65.34391,3716,0.5182992
16,1,27,2,64.82561,1727,-1.1731327
16,1,27,2,65.99874,2686,-0.15450478
16,1,27,2,66.153244,2883,0.15261889
16,1,27,2,66.000626,2160,-1.1277776
16,1,27,2,67.1284,2742,-0.10029197
16,1,27,2,67.22869,2604,-0.30107546
16,1,27,2,67.52977,1966,-0.85656166
16,1,27,2,68.38633,2970,0.14242423
16,1,27,2,68.243904,2119,-1.3327041
16,1,27,2,69.57661,1773,-1.2250423
16,1,27,2,70.80165,3988,1.3766298
16,1,27,2,69.42502,2627,-0.26037312
16,1,27,2,69.685394,1775,-2.4495773
16,1,27,2,72.13497,3390,0.27551627
17,0,57,1,104.0,3425,0.2969343
17,0,57,2,103.703064,2650,-0.8132076
17,0,57,2,104.51627,3372,0.24733096
17,0,57,2,104.26894,2998,-0.09206128
17,0,57,2,104.36101,3616,0.29037607
17,0,57,2,104.07063,2594,-0.5701618
17,0,57,2,104.64079,2973,-0.2068615
17,0,57,2,104.84766,1891,-1.9164462
17,0,57,2,106.7641,3409,0.41214436
17,0,57,2,106.35195,2966,-0.15778828
17,0,57,2,106.50974,2157,-1.7950859
17,0,57,2,108.304825,3278,0.19219041
17,0,57,2,108.11263,2929,-0.22533274
17,0,57,2,108.33797,3216,0.09794772
17,0,57,2,108.24002,4159,1.2118298
17,0,57,2,107.02819,2476,-0.5306947
17,0,57,2,107.55888,3235,0.11622882
17,0,57,2,107.44266,2794,-0.61739445
17,0,57,2,108.06005,2866,-0.29623175
17,0,57,2,108.356285,2145,-0.9398601
17,0,57,2,109.29614,2313,-1.4785991
17,0,57,2,110.77474,2043,-2.8095937
17,0,57,2,113.584335,2297,-1.6316934
17,0,57,2,115.21603,3584,0.3627231
17,0,57,2,114.8533,3514,0.1479795
17,0,57,2,114.70532,2829,-0.5966773
17,0,57,2,115.302,2414,-0.7017398
17,0,57,2,116.00374,2324,-0.81583476
17,0,57,2,116.81957,2431,-0.7017689
17,0,57,2,117.52134,2472,-1.6646439
17,0,57,2,119.18598,4151,0.99975914
17,0,57,2,118.186226,2479,-0.9995967
17,0,57,2,119.18582,2757,-0.8182807
17,0,57,2,120.004105,3001,-0.22192597
17,0,57,2,120.22603,3770,0.3445623
17,0,57,2,119.88147,2933,-0.40811455
18,0,55,1,95.0,1886,-2.2481441
18,0,55,2,97.248146,2236,-0.6663685
18,0,55,2,97.91451,3738,0.5995184
18,0,55,2,97.314995,2982,0.0
18,0,55,2,97.314995,2446,-0.43826652
18,0,55,2,97.75326,2272,-1.5779048
